지점,지점명,일시,합계 일사량(MJ/m2)
133,대전,2024-05,720.64
133,대전,2024-06,697.02
133,대전,2024-07,460.51
133,대전,2024-08,612.88
133,대전,2024-09,485.82
133,대전,2024-10,340.01
133,대전,2024-11,308.4
133,대전,2024-12,265.25
133,대전,2025-01,289.87
133,대전,2025-02,402.67
133,대전,2025-03,481.98
133,대전,2025-04,612.41
133,대전,2025-05,552.49
133,대전,2025-06,611.68
133,대전,2025-07,621.53
133,대전,2025-08,571.88
133,대전,2025-09,367.93
133,대전,2025-10,320.03
133,대전,2025-11,335.24
133,대전,2025-12,249.74
135,추풍령,2016-01,266.79
135,추풍령,2016-02,330.87
135,추풍령,2016-03,478.8
135,추풍령,2016-04,507.17
135,추풍령,2016-05,690.28
135,추풍령,2016-06,563.07
135,추풍령,2016-07,537.69
135,추풍령,2016-08,580.45
135,추풍령,2016-09,340.1
135,추풍령,2016-10,293.32
135,추풍령,2016-11,271.11
135,추풍령,2016-12,239.92
135,추풍령,2017-01,293.88
135,추풍령,2017-02,385.03
135,추풍령,2017-03,491.1
135,추풍령,2017-04,563.55
135,추풍령,2017-05,680.16
135,추풍령,2017-06,653.34
135,추풍령,2017-07,450.85
135,추풍령,2017-08,498.29
135,추풍령,2017-09,481.65
135,추풍령,2017-10,357.24
135,추풍령,2017-11,309.13
135,추풍령,2017-12,259.35
135,추풍령,2018-01,307.21
135,추풍령,2018-02,358.17
135,추풍령,2018-03,467.92
135,추풍령,2018-04,552.92
135,추풍령,2018-05,577.31
135,추풍령,2018-06,585.87
135,추풍령,2018-07,617.51
135,추풍령,2018-08,528.9
135,추풍령,2018-09,415.21
135,추풍령,2018-10,416.45
135,추풍령,2018-11,283.94
135,추풍령,2018-12,262.3
135,추풍령,2019-01,307.23
135,추풍령,2019-02,350.44
135,추풍령,2019-03,487.95
135,추풍령,2019-04,506.07
135,추풍령,2019-05,722
135,추풍령,2019-06,642.91
135,추풍령,2019-07,515.02
135,추풍령,2019-08,570.8
135,추풍령,2019-09,394.71
135,추풍령,2019-10,399.76
135,추풍령,2019-11,258.22
135,추풍령,2019-12,259.36
135,추풍령,2020-01,238.37
135,추풍령,2020-02,349.58
135,추풍령,2020-03,539.12
135,추풍령,2020-04,654.61
135,추풍령,2020-05,651.87
135,추풍령,2020-06,614.03
135,추풍령,2020-07,391.32
135,추풍령,2020-08,494.1
135,추풍령,2020-09,433.06
135,추풍령,2020-10,449.15
135,추풍령,2020-11,298.32
135,추풍령,2020-12,281.92
135,추풍령,2021-01,298.46
135,추풍령,2021-02,368.59
135,추풍령,2021-03,471.41
135,추풍령,2021-04,591.76
135,추풍령,2021-05,560.85
135,추풍령,2021-06,597.88
135,추풍령,2021-07,625.42
135,추풍령,2021-08,416.39
135,추풍령,2021-09,402.65
135,추풍령,2021-10,412.27
135,추풍령,2021-11,293.81
135,추풍령,2021-12,277.62
135,추풍령,2022-01,331.26
135,추풍령,2022-02,407.35
135,추풍령,2022-03,440.26
135,추풍령,2022-04,623.47
135,추풍령,2022-05,780.95
135,추풍령,2022-06,599.84
135,추풍령,2022-07,539.66
135,추풍령,2022-08,450.23
135,추풍령,2022-09,467.29
135,추풍령,2022-10,426.19
135,추풍령,2022-11,316.47
135,추풍령,2022-12,258.23
135,추풍령,2023-01,307.39
135,추풍령,2023-02,353.3
135,추풍령,2023-03,525.46
135,추풍령,2023-04,537.58
135,추풍령,2023-05,615.39
135,추풍령,2023-06,663.74
135,추풍령,2023-07,479.02
135,추풍령,2023-08,550.16
135,추풍령,2023-09,443.01
135,추풍령,2023-10,464.21
135,추풍령,2023-11,305.05
135,추풍령,2023-12,237.97
135,추풍령,2024-01,282.35
135,추풍령,2024-02,245.25
135,추풍령,2024-03,468.19
135,추풍령,2024-04,511.78
135,추풍령,2024-05,709.16
135,추풍령,2024-06,683.76
135,추풍령,2024-07,478.38
135,추풍령,2024-08,631.16
135,추풍령,2024-09,451.66
135,추풍령,2024-10,305.51
135,추풍령,2024-11,292.46
135,추풍령,2024-12,280.87
135,추풍령,2025-01,283.85
135,추풍령,2025-02,404.01
135,추풍령,2025-03,476.62
135,추풍령,2025-04,611.66
135,추풍령,2025-05,554.32
135,추풍령,2025-06,649.97
135,추풍령,2025-07,712.58
135,추풍령,2025-08,619.96
135,추풍령,2025-09,384.05
135,추풍령,2025-10,288.63
135,추풍령,2025-11,352.03
135,추풍령,2025-12,270.18
136,안동,2016-01,286.03
136,안동,2016-02,346.58
136,안동,2016-03,478.89
136,안동,2016-04,524.14
136,안동,2016-05,688.14
136,안동,2016-06,601.08
136,안동,2016-07,535.64
136,안동,2016-08,609.4
136,안동,2016-09,313.86
136,안동,2016-10,297.15
136,안동,2016-11,262.98
136,안동,2016-12,242.49
136,안동,2017-01,302.19
136,안동,2017-02,383.9
136,안동,2017-03,471.58
136,안동,2017-04,571.58
136,안동,2017-05,682.29
136,안동,2017-06,668.32
136,안동,2017-07,484.43
136,안동,2017-08,498.36
136,안동,2017-09,491.08
136,안동,2017-10,352.17
136,안동,2017-11,318.75
136,안동,2017-12,280.13
136,안동,2018-01,296.22
136,안동,2018-02,364.52
136,안동,2018-03,466.16
136,안동,2018-04,604.79
136,안동,2018-05,659.04
136,안동,2018-06,634.73
136,안동,2018-07,711.72
136,안동,2018-08,596.48
136,안동,2018-09,443.06
136,안동,2018-10,441.63
136,안동,2018-11,290.14
136,안동,2018-12,285.37
136,안동,2019-01,333.28
136,안동,2019-02,352.25
136,안동,2019-03,497.33
136,안동,2019-04,539.94
136,안동,2019-05,742.87
136,안동,2019-06,660.61
136,안동,2019-07,541.55
136,안동,2019-08,586.65
136,안동,2019-09,402.66
136,안동,2019-10,392.76
136,안동,2019-11,297.1
136,안동,2019-12,256.51
136,안동,2020-01,260.46
136,안동,2020-02,360.99
136,안동,2020-03,530.52
136,안동,2020-04,650.14
136,안동,2020-05,653.92
136,안동,2020-06,658.75
136,안동,2020-07,439.88
136,안동,2020-08,499.89
136,안동,2020-09,418.71
136,안동,2020-10,430.65
136,안동,2020-11,300.74
136,안동,2020-12,283.07
136,안동,2021-01,303.13
136,안동,2021-02,383.45
136,안동,2021-03,481.56
136,안동,2021-04,587.67
136,안동,2021-05,557.44
136,안동,2021-06,596.19
136,안동,2021-07,643.43
136,안동,2021-08,441.58
136,안동,2021-09,411.84
136,안동,2021-10,378.6
136,안동,2021-11,307.68
136,안동,2021-12,276.55
136,안동,2022-01,329.75
136,안동,2022-02,419.4
136,안동,2022-03,450.57
136,안동,2022-04,623.55
136,안동,2022-05,782.6
136,안동,2022-06,627.27
136,안동,2022-07,573.45
136,안동,2022-08,456.31
136,안동,2022-09,444.43
136,안동,2022-10,428.97
136,안동,2022-11,317.24
136,안동,2022-12,285.88
136,안동,2023-01,321.28
136,안동,2023-02,359.65
136,안동,2023-03,538.78
136,안동,2023-04,540.52
136,안동,2023-05,635.51
136,안동,2023-06,673.21
136,안동,2023-07,509.87
136,안동,2023-08,579.45
136,안동,2023-09,446.4
136,안동,2023-10,441.37
136,안동,2023-11,326.52
136,안동,2023-12,264
136,안동,2024-01,304.35
136,안동,2024-02,255.71
136,안동,2024-03,457.57
136,안동,2024-04,542.49
136,안동,2024-05,719.62
136,안동,2024-06,686.71
136,안동,2024-07,535.42
136,안동,2024-08,637.23
136,안동,2024-09,478.28
136,안동,2024-10,330.36
136,안동,2024-11,293.83
136,안동,2024-12,309.88
136,안동,2025-01,319.42
136,안동,2025-02,427.08
136,안동,2025-03,483.26
136,안동,2025-04,643.01
136,안동,2025-05,616.59
136,안동,2025-06,640.82
136,안동,2025-07,694.64
136,안동,2025-08,611.16
136,안동,2025-09,400.07
136,안동,2025-10,288.38
136,안동,2025-11,346.7
136,안동,2025-12,278.8
137,상주,2021-08,.94
137,상주,2021-10,245.68
137,상주,2021-11,282.82
137,상주,2021-12,274.22
137,상주,2022-01,323.47
137,상주,2022-02,398.94
137,상주,2022-03,424.83
137,상주,2022-04,603.36
137,상주,2022-05,777.02
137,상주,2022-06,606.7
137,상주,2022-07,538.92
137,상주,2022-08,432.79
137,상주,2022-09,449.55
137,상주,2022-10,416.34
137,상주,2022-11,309.33
137,상주,2022-12,267.59
137,상주,2023-01,311.06
137,상주,2023-02,353.58
137,상주,2023-03,510.74
137,상주,2023-04,533.23
137,상주,2023-05,624.47
137,상주,2023-06,660.09
137,상주,2023-07,511.67
137,상주,2023-08,556.02
137,상주,2023-09,428.88
137,상주,2023-10,461.26
137,상주,2023-11,313.82
137,상주,2023-12,247.08
137,상주,2024-01,290.34
137,상주,2024-02,256.97
137,상주,2024-03,457.3
137,상주,2024-04,517.17
137,상주,2024-05,713.2
137,상주,2024-06,702.14
137,상주,2024-07,500.75
137,상주,2024-08,654.82
137,상주,2024-09,463.3
137,상주,2024-10,338.72
137,상주,2024-11,297.12
137,상주,2024-12,294.61
137,상주,2025-01,306.78
137,상주,2025-02,420.16
137,상주,2025-03,484.88
137,상주,2025-04,614.83
137,상주,2025-05,592.28
137,상주,2025-06,637.03
137,상주,2025-07,577.94
137,상주,2025-08,606.92
137,상주,2025-09,396.26
137,상주,2025-10,279.26
137,상주,2025-11,348.41
137,상주,2025-12,275.09
138,포항,2016-01,232.71
138,포항,2016-02,300.58
138,포항,2016-03,364.41
138,포항,2016-04,416.63
138,포항,2016-05,558.03
138,포항,2016-06,432.87
138,포항,2016-07,437.94
138,포항,2016-08,518.06
138,포항,2016-09,255
138,포항,2016-10,249.51
138,포항,2016-11,223.79
138,포항,2016-12,213.19
138,포항,2017-01,256.14
138,포항,2017-02,316.22
138,포항,2017-03,408.61
138,포항,2017-04,475.52
138,포항,2017-05,568.96
138,포항,2017-06,556.2
138,포항,2017-07,281.11
138,포항,2017-08,293.7
138,포항,2017-09,264.87
138,포항,2017-10,178.8
138,포항,2017-11,148.57
138,포항,2017-12,178.3
138,포항,2018-01,186.43
138,포항,2018-02,217.83
138,포항,2018-03,341.72
138,포항,2018-04,553.16
138,포항,2018-05,552.3
138,포항,2018-06,536.39
138,포항,2018-07,581.93
138,포항,2018-08,505.79
138,포항,2018-09,343.26
138,포항,2018-10,395.8
138,포항,2018-11,279.82
138,포항,2018-12,245.44
138,포항,2019-01,310.96
138,포항,2019-02,326.95
138,포항,2019-03,475.71
138,포항,2019-04,500.3
138,포항,2019-05,681.24
138,포항,2019-06,567.97
138,포항,2019-07,493.35
138,포항,2019-08,524.4
138,포항,2019-09,334.03
138,포항,2019-10,354.87
138,포항,2019-11,267.74
138,포항,2019-12,255.52
138,포항,2020-01,228.6
138,포항,2020-02,342.66
138,포항,2020-03,469.18
138,포항,2020-04,605.96
138,포항,2020-05,612.03
138,포항,2020-06,628.95
138,포항,2020-07,374.77
138,포항,2020-08,519.22
138,포항,2020-09,381.74
138,포항,2020-10,430.22
138,포항,2020-11,290.85
138,포항,2020-12,300.52
138,포항,2021-01,303.58
138,포항,2021-02,365.34
138,포항,2021-03,444.21
138,포항,2021-04,579.94
138,포항,2021-05,577.87
138,포항,2021-06,574.11
138,포항,2021-07,565.62
138,포항,2021-08,412.74
138,포항,2021-09,371.93
138,포항,2021-10,367.02
138,포항,2021-11,324.88
138,포항,2021-12,300.33
138,포항,2022-01,333.37
138,포항,2022-02,398.62
138,포항,2022-03,445.52
138,포항,2022-04,592.84
138,포항,2022-05,753.7
138,포항,2022-06,602.96
138,포항,2022-07,512.67
138,포항,2022-08,443.18
138,포항,2022-09,384.73
138,포항,2022-10,387.81
138,포항,2022-11,317.29
138,포항,2022-12,307.88
138,포항,2023-01,330.13
138,포항,2023-02,332.88
138,포항,2023-03,512.63
138,포항,2023-04,575.77
138,포항,2023-05,577.87
138,포항,2023-06,643.53
138,포항,2023-07,531.84
138,포항,2023-08,518.58
138,포항,2023-09,415.66
138,포항,2023-10,452.15
138,포항,2023-11,339.02
138,포항,2023-12,267.53
138,포항,2024-01,301.4
138,포항,2024-02,235.32
138,포항,2024-03,461.5
138,포항,2024-04,504.71
138,포항,2024-05,724.89
138,포항,2024-06,654.9
138,포항,2024-07,534.44
138,포항,2024-08,650.3
138,포항,2024-09,421.33
138,포항,2024-10,313.9
138,포항,2024-11,258.65
138,포항,2024-12,317.09
138,포항,2025-01,326.63
138,포항,2025-02,419.13
138,포항,2025-03,465.71
138,포항,2025-04,628.67
138,포항,2025-05,627.09
138,포항,2025-06,627.87
138,포항,2025-07,688.51
138,포항,2025-08,610.21
138,포항,2025-09,394.33
138,포항,2025-10,247.91
138,포항,2025-11,343.83
138,포항,2025-12,285.73
143,대구,2016-01,265.94
143,대구,2016-02,352.07
143,대구,2016-03,459.3
143,대구,2016-04,507
143,대구,2016-05,655.45
143,대구,2016-06,524.66
143,대구,2016-07,516.26
143,대구,2016-08,598.37
143,대구,2016-09,325.16
143,대구,2016-10,304.1
143,대구,2016-11,278.14
143,대구,2016-12,240.44
143,대구,2017-01,301.04
143,대구,2017-02,381.1
143,대구,2017-03,490.83
143,대구,2017-04,575.09
143,대구,2017-05,668.09
143,대구,2017-06,664.08
143,대구,2017-07,475.51
143,대구,2017-08,535.56
143,대구,2017-09,473.31
143,대구,2017-10,339.76
143,대구,2017-11,321.59
143,대구,2017-12,285.63
143,대구,2018-01,311.43
143,대구,2018-02,356.28
143,대구,2018-03,470.41
143,대구,2018-04,559.89
143,대구,2018-05,569.94
143,대구,2018-06,575.54
143,대구,2018-07,583.52
143,대구,2018-08,544.94
143,대구,2018-09,391.07
143,대구,2018-10,417.44
143,대구,2018-11,290.08
143,대구,2018-12,260.56
143,대구,2019-01,319.27
143,대구,2019-02,345.66
143,대구,2019-03,500.7
143,대구,2019-04,480.63
143,대구,2019-05,702.36
143,대구,2019-06,620.6
143,대구,2019-07,487.33
143,대구,2019-08,515.88
143,대구,2019-09,379.27
143,대구,2019-10,386.33
143,대구,2019-11,291.61
143,대구,2019-12,257.63
143,대구,2020-01,266.64
143,대구,2020-02,375.31
143,대구,2020-03,540.59
143,대구,2020-04,647.86
143,대구,2020-05,661.45
143,대구,2020-06,632.61
143,대구,2020-07,421.05
143,대구,2020-08,534.44
143,대구,2020-09,409.03
143,대구,2020-10,442.4
143,대구,2020-11,320.68
143,대구,2020-12,304.57
143,대구,2021-01,315.94
143,대구,2021-02,372.05
143,대구,2021-03,489.34
143,대구,2021-04,616.96
143,대구,2021-05,598.19
143,대구,2021-06,594.91
143,대구,2021-07,608.97
143,대구,2021-08,453.3
143,대구,2021-09,402.76
143,대구,2021-10,425.96
143,대구,2021-11,320.4
143,대구,2021-12,308.9
143,대구,2022-01,350.35
143,대구,2022-02,416.9
143,대구,2022-03,479.66
143,대구,2022-04,614.53
143,대구,2022-05,774.85
143,대구,2022-06,603.39
143,대구,2022-07,569.6
143,대구,2022-08,449.78
143,대구,2022-09,453.26
143,대구,2022-10,457.38
143,대구,2022-11,330.4
143,대구,2022-12,298.9
143,대구,2023-01,328.9
143,대구,2023-02,352.59
143,대구,2023-03,516.58
143,대구,2023-04,560.34
143,대구,2023-05,596.25
143,대구,2023-06,635.54
143,대구,2023-07,485.69
143,대구,2023-08,534.68
143,대구,2023-09,409.2
143,대구,2023-10,457.45
143,대구,2023-11,335.24
143,대구,2023-12,264.12
143,대구,2024-01,311.95
143,대구,2024-02,258.08
143,대구,2024-03,469.72
143,대구,2024-04,511.52
143,대구,2024-05,723.92
143,대구,2024-06,644.38
143,대구,2024-07,515.32
143,대구,2024-08,634.38
143,대구,2024-09,454.92
143,대구,2024-10,347.7
143,대구,2024-11,292.79
143,대구,2024-12,304.49
143,대구,2025-01,311
143,대구,2025-02,409.62
143,대구,2025-03,486.29
143,대구,2025-04,630.25
143,대구,2025-05,598.7
143,대구,2025-06,588.67
143,대구,2025-07,682.4
143,대구,2025-08,564.87
143,대구,2025-09,406.09
143,대구,2025-10,314.03
143,대구,2025-11,351.98
143,대구,2025-12,281.56
146,전주,2016-01,239.54
146,전주,2016-02,344.37
146,전주,2016-03,519
146,전주,2016-04,526.14
146,전주,2016-05,709.69
146,전주,2016-06,557.71
146,전주,2016-07,564.96
146,전주,2016-08,601.61
146,전주,2016-09,408.23
146,전주,2016-10,312.26
146,전주,2016-11,286.94
146,전주,2016-12,248.23
146,전주,2017-01,299.09
146,전주,2017-02,372.63
146,전주,2017-03,527.55
146,전주,2017-04,607.56
146,전주,2017-05,705.07
146,전주,2017-06,666.89
146,전주,2017-07,480.69
146,전주,2017-08,533.35
146,전주,2017-09,493.74
146,전주,2017-10,383.9
146,전주,2017-11,300.38
146,전주,2017-12,259.31
146,전주,2018-01,288.19
146,전주,2018-02,369.12
146,전주,2018-03,487.52
146,전주,2018-04,568.67
146,전주,2018-05,606
146,전주,2018-06,626.09
146,전주,2018-07,682.56
146,전주,2018-08,583.99
146,전주,2018-09,472.4
146,전주,2018-10,432.22
146,전주,2018-11,298.67
146,전주,2018-12,263.87
146,전주,2019-01,309.2
146,전주,2019-02,341.34
146,전주,2019-03,487.53
146,전주,2019-04,511.84
146,전주,2019-05,765.48
146,전주,2019-06,619.46
146,전주,2019-07,518.47
146,전주,2019-08,566.26
146,전주,2019-09,419.23
146,전주,2019-10,415.98
146,전주,2019-11,315.87
146,전주,2019-12,259
146,전주,2020-01,242.36
146,전주,2020-02,349.97
146,전주,2020-03,547.11
146,전주,2020-04,680.76
146,전주,2020-05,619.71
146,전주,2020-06,533.34
146,전주,2020-07,375.61
146,전주,2020-08,466.92
146,전주,2020-09,419.43
146,전주,2020-10,422.25
146,전주,2020-11,277.42
146,전주,2020-12,258.47
146,전주,2021-01,270.69
146,전주,2021-02,337.04
146,전주,2021-03,450.85
146,전주,2021-04,576.5
146,전주,2021-05,538.96
146,전주,2021-06,571.52
146,전주,2021-07,554.76
146,전주,2021-08,469.92
146,전주,2021-09,407.92
146,전주,2021-10,409.05
146,전주,2021-11,272.18
146,전주,2021-12,239.26
146,전주,2022-01,298.1
146,전주,2022-02,371.59
146,전주,2022-03,406.05
146,전주,2022-04,604.45
146,전주,2022-05,727.04
146,전주,2022-06,530.29
146,전주,2022-07,510.14
146,전주,2022-08,420.24
146,전주,2022-09,467.82
146,전주,2022-10,446.51
146,전주,2022-11,301.31
146,전주,2022-12,244.64
146,전주,2023-01,292.13
146,전주,2023-02,333.79
146,전주,2023-03,508.38
146,전주,2023-04,500.08
146,전주,2023-05,571.55
146,전주,2023-06,598.38
146,전주,2023-07,452.3
146,전주,2023-08,513.39
146,전주,2023-09,433.36
146,전주,2023-10,436.05
146,전주,2023-11,269.56
146,전주,2023-12,213.67
146,전주,2024-01,260.14
146,전주,2024-02,248.51
146,전주,2024-03,449.55
146,전주,2024-04,496.14
146,전주,2024-05,686.79
146,전주,2024-06,624.13
146,전주,2024-07,474.42
146,전주,2024-08,583.89
146,전주,2024-09,452.46
146,전주,2024-10,343.17
146,전주,2024-11,278.32
146,전주,2024-12,235.12
146,전주,2025-01,274.95
146,전주,2025-02,368.7
146,전주,2025-03,460.64
146,전주,2025-04,585.32
146,전주,2025-05,560.62
146,전주,2025-06,624.09
146,전주,2025-07,626.37
146,전주,2025-08,583.01
146,전주,2025-09,395.68
146,전주,2025-10,335.03
146,전주,2025-11,332.88
146,전주,2025-12,252.41
152,울산,2023-01,163.69
152,울산,2023-02,343.1
152,울산,2023-03,514.37
152,울산,2023-04,555.11
152,울산,2023-05,565.3
152,울산,2023-06,602.14
152,울산,2023-07,533.64
152,울산,2023-08,530.64
152,울산,2023-09,397.48
152,울산,2023-10,459.24
152,울산,2023-11,347.51
152,울산,2023-12,277.38
152,울산,2024-01,309.49
152,울산,2024-02,247.49
152,울산,2024-03,481.87
152,울산,2024-04,499
152,울산,2024-05,711.7
152,울산,2024-06,599.66
152,울산,2024-07,564.56
152,울산,2024-08,654.79
152,울산,2024-09,453.19
152,울산,2024-10,316.49
152,울산,2024-11,289.55
152,울산,2024-12,329.81
152,울산,2025-01,346.79
152,울산,2025-02,425.87
152,울산,2025-03,485.17
152,울산,2025-04,628.39
152,울산,2025-05,627.16
152,울산,2025-06,620.95
152,울산,2025-07,707.52
152,울산,2025-08,604.21
152,울산,2025-09,386.34
152,울산,2025-10,264.78
152,울산,2025-11,340.87
152,울산,2025-12,295.99
155,창원,2016-01,311.83
155,창원,2016-02,404.75
155,창원,2016-03,494.27
155,창원,2016-04,547.48
155,창원,2016-05,670.96
155,창원,2016-06,558.7
155,창원,2016-07,598.93
155,창원,2016-08,642.99
155,창원,2016-09,359.05
155,창원,2016-10,344.22
155,창원,2016-11,308.42
155,창원,2016-12,295.09
155,창원,2017-01,358.57
155,창원,2017-02,417.93
155,창원,2017-03,520.43
155,창원,2017-04,615.31
155,창원,2017-05,727.14
155,창원,2017-06,701.64
155,창원,2017-07,569.55
155,창원,2017-08,593.87
155,창원,2017-09,492.9
155,창원,2017-10,385.58
155,창원,2017-11,365.63
155,창원,2017-12,329.31
155,창원,2018-01,345.92
155,창원,2018-02,401.9
155,창원,2018-03,498.56
155,창원,2018-04,585.93
155,창원,2018-05,573.34
155,창원,2018-06,603.37
155,창원,2018-07,670.19
155,창원,2018-08,525.49
155,창원,2018-09,381.42
155,창원,2018-10,455.43
155,창원,2018-11,339.45
155,창원,2018-12,296.07
155,창원,2019-01,356.56
155,창원,2019-02,174.76
155,창원,2019-03,325.58
155,창원,2019-04,477.48
155,창원,2019-05,714.78
155,창원,2019-06,623.48
155,창원,2019-07,493.78
155,창원,2019-08,522.87
155,창원,2019-09,319.28
155,창원,2019-10,378.01
155,창원,2019-11,303.78
155,창원,2019-12,256.57
155,창원,2020-01,233.19
155,창원,2020-02,347.25
155,창원,2020-03,512.57
155,창원,2020-04,626.33
155,창원,2020-05,610.88
155,창원,2020-06,636.31
155,창원,2020-07,359.02
155,창원,2020-08,523.05
155,창원,2020-09,407.11
155,창원,2020-10,428.99
155,창원,2020-11,296.71
155,창원,2020-12,283.07
155,창원,2021-01,288.84
155,창원,2021-02,352.42
155,창원,2021-03,475.47
155,창원,2021-04,586.64
155,창원,2021-05,588.66
155,창원,2021-06,598.2
155,창원,2021-07,598.42
155,창원,2021-08,493.79
155,창원,2021-09,341.15
155,창원,2021-10,417.24
155,창원,2021-11,309.66
155,창원,2021-12,283
155,창원,2022-01,317.99
155,창원,2022-02,399.01
155,창원,2022-03,438.43
155,창원,2022-04,577.33
155,창원,2022-05,727.23
155,창원,2022-06,529.93
155,창원,2022-07,594.59
155,창원,2022-08,460.29
155,창원,2022-09,411.18
155,창원,2022-10,437.05
155,창원,2022-11,306.5
155,창원,2022-12,279.3
155,창원,2023-01,308.24
155,창원,2023-02,338.43
155,창원,2023-03,477.81
155,창원,2023-04,524.42
155,창원,2023-05,544.11
155,창원,2023-06,599.37
155,창원,2023-07,451.25
155,창원,2023-08,558.66
155,창원,2023-09,405.28
155,창원,2023-10,437.82
155,창원,2023-11,317.48
155,창원,2023-12,252.86
155,창원,2024-01,292.07
155,창원,2024-02,254.16
155,창원,2024-03,465.11
155,창원,2024-04,475.77
155,창원,2024-05,699.7
155,창원,2024-06,589.97
155,창원,2024-07,496.09
155,창원,2024-08,655.65
155,창원,2024-09,484.13
155,창원,2024-10,365.67
155,창원,2024-11,304.85
155,창원,2024-12,319.83
155,창원,2025-01,339.3
155,창원,2025-02,411.71
155,창원,2025-03,464.03
155,창원,2025-04,593.86
155,창원,2025-05,589.83
155,창원,2025-06,613.68
155,창원,2025-07,698.82
155,창원,2025-08,602.71
155,창원,2025-09,404.64
155,창원,2025-10,326
155,창원,2025-11,353.96
155,창원,2025-12,295.04
156,광주,2016-01,244.83
156,광주,2016-02,348.22
156,광주,2016-03,520.95
156,광주,2016-04,541.64
156,광주,2016-05,681.6
156,광주,2016-06,505.22
156,광주,2016-07,570.17
156,광주,2016-08,592.06
156,광주,2016-09,408.67
156,광주,2016-10,318.54
156,광주,2016-11,297
156,광주,2016-12,241.72
156,광주,2017-01,291.97
156,광주,2017-02,366.96
156,광주,2017-03,519.15
156,광주,2017-04,614.81
156,광주,2017-05,704.45
156,광주,2017-06,640.81
156,광주,2017-07,494.13
156,광주,2017-08,547.82
156,광주,2017-09,463.02
156,광주,2017-10,392.99
156,광주,2017-11,343.91
156,광주,2017-12,275.81
156,광주,2018-01,292.12
156,광주,2018-02,352.83
156,광주,2018-03,445.57
156,광주,2018-04,579.66
156,광주,2018-05,581.84
156,광주,2018-06,630.27
156,광주,2018-07,660.92
156,광주,2018-08,590.22
156,광주,2018-09,461.03
156,광주,2018-10,456.15
156,광주,2018-11,335.3
156,광주,2018-12,284.78
156,광주,2019-01,340.78
156,광주,2019-02,359.82
156,광주,2019-03,520.96
156,광주,2019-04,499.58
156,광주,2019-05,750.55
156,광주,2019-06,607.69
156,광주,2019-07,504.72
156,광주,2019-08,549.91
156,광주,2019-09,417.03
156,광주,2019-10,430.67
156,광주,2019-11,337.05
156,광주,2019-12,242.93
156,광주,2020-01,264.36
156,광주,2020-02,346.78
156,광주,2020-03,568.48
156,광주,2020-04,686.9
156,광주,2020-05,619.38
156,광주,2020-06,592.22
156,광주,2020-07,394.45
156,광주,2020-08,501.73
156,광주,2020-09,441.01
156,광주,2020-10,477.99
156,광주,2020-11,320.91
156,광주,2020-12,299.96
156,광주,2021-01,304.64
156,광주,2021-02,356.28
156,광주,2021-03,524.59
156,광주,2021-04,622.29
156,광주,2021-05,617.85
156,광주,2021-06,603.21
156,광주,2021-07,566.24
156,광주,2021-08,466.53
156,광주,2021-09,389.17
156,광주,2021-10,439.7
156,광주,2021-11,310.83
156,광주,2021-12,288.88
156,광주,2022-01,327.51
156,광주,2022-02,395.79
156,광주,2022-03,434.2
156,광주,2022-04,647.3
156,광주,2022-05,770.49
156,광주,2022-06,570.73
156,광주,2022-07,552.07
156,광주,2022-08,454.3
156,광주,2022-09,483.16
156,광주,2022-10,459.57
156,광주,2022-11,336.75
156,광주,2022-12,275.78
156,광주,2023-01,320.32
156,광주,2023-02,383.37
156,광주,2023-03,548.72
156,광주,2023-04,535.21
156,광주,2023-05,589.17
156,광주,2023-06,624.15
156,광주,2023-07,452.14
156,광주,2023-08,574.76
156,광주,2023-09,463.48
156,광주,2023-10,483.8
156,광주,2023-11,293.97
156,광주,2023-12,231.34
156,광주,2024-01,294.22
156,광주,2024-02,277.48
156,광주,2024-03,472.09
156,광주,2024-04,501.88
156,광주,2024-05,707.88
156,광주,2024-06,629.59
156,광주,2024-07,451.46
156,광주,2024-08,626.66
156,광주,2024-09,479.05
156,광주,2024-10,387.53
156,광주,2024-11,312.84
156,광주,2024-12,273.77
156,광주,2025-01,318.57
156,광주,2025-02,383.03
156,광주,2025-03,468.82
156,광주,2025-04,624.63
156,광주,2025-05,587.4
156,광주,2025-06,639.24
156,광주,2025-07,625.84
156,광주,2025-08,573.37
156,광주,2025-09,408.99
156,광주,2025-10,371.45
156,광주,2025-11,353.19
156,광주,2025-12,273.57
159,부산,2016-01,286.39
159,부산,2016-02,381.9
159,부산,2016-03,447.31
159,부산,2016-04,495.68
159,부산,2016-05,611.92
159,부산,2016-06,470.74
159,부산,2016-07,548.38
159,부산,2016-08,609.31
159,부산,2016-09,329.17
159,부산,2016-10,313.38
159,부산,2016-11,272.68
159,부산,2016-12,271.89
159,부산,2017-01,320
159,부산,2017-02,390.21
159,부산,2017-03,476.77
159,부산,2017-04,553.35
159,부산,2017-05,672.18
159,부산,2017-06,636.71
159,부산,2017-07,553.72
159,부산,2017-08,511.56
159,부산,2017-09,421.36
159,부산,2017-10,299.12
159,부산,2017-11,279.14
159,부산,2017-12,304.82
159,부산,2018-01,311.47
159,부산,2018-02,349.31
159,부산,2018-03,325.17
159,부산,2018-04,421.12
159,부산,2018-05,265.31
159,부산,2018-06,563.45
159,부산,2018-07,446.43
159,부산,2018-09,202.97
159,부산,2018-10,443.16
159,부산,2018-11,334.54
159,부산,2018-12,292.19
