지점,지점명,일시,합계 일사량(MJ/m2)
108,서울,2016-11,235.03
108,서울,2016-12,205.35
108,서울,2017-01,256.11
108,서울,2017-02,311.86
108,서울,2017-03,444.9
108,서울,2017-04,488.91
108,서울,2017-05,645.35
108,서울,2017-06,625.27
108,서울,2017-07,375.27
108,서울,2017-08,411.09
108,서울,2017-09,445.23
108,서울,2017-10,240.97
108,서울,2017-11,145.34
108,서울,2017-12,151.69
108,서울,2018-01,158.99
108,서울,2018-02,309.28
108,서울,2018-03,446.41
108,서울,2018-04,513.19
108,서울,2018-05,561.24
108,서울,2018-06,602.59
108,서울,2018-07,561.1
108,서울,2018-08,517.16
108,서울,2018-09,470.96
108,서울,2018-10,403.34
108,서울,2018-11,265.35
108,서울,2018-12,253.64
108,서울,2019-01,285.25
108,서울,2019-02,319.96
108,서울,2019-03,417.72
108,서울,2019-04,502.12
108,서울,2019-05,701.39
108,서울,2019-06,589.02
108,서울,2019-07,426.99
108,서울,2019-08,486.24
108,서울,2019-09,386.78
108,서울,2019-10,395.43
108,서울,2019-11,284.28
108,서울,2019-12,223.25
108,서울,2020-01,252.58
108,서울,2020-02,313.44
108,서울,2020-03,515.18
108,서울,2020-04,637.52
108,서울,2020-05,564.83
108,서울,2020-06,603.98
108,서울,2020-07,464.55
108,서울,2020-08,325.97
108,서울,2020-09,452.05
108,서울,2020-10,428.25
108,서울,2020-11,281.51
108,서울,2020-12,276.39
108,서울,2021-01,270.25
108,서울,2021-02,348.55
108,서울,2021-03,476.94
108,서울,2021-04,558.28
108,서울,2021-05,570.5
108,서울,2021-06,563.35
108,서울,2021-07,578.3
108,서울,2021-08,428.88
108,서울,2021-09,474.13
108,서울,2021-10,353.62
108,서울,2021-11,271.64
108,서울,2021-12,257.25
108,서울,2022-01,301.7
108,서울,2022-02,376.05
108,서울,2022-03,425.4
108,서울,2022-04,615.24
108,서울,2022-05,764.61
108,서울,2022-06,440.59
108,서울,2022-07,508.79
108,서울,2022-08,402.81
108,서울,2022-09,496.22
108,서울,2022-10,420.22
108,서울,2022-11,298.77
108,서울,2022-12,275.5
108,서울,2023-01,290.78
108,서울,2023-02,363.91
108,서울,2023-03,520.57
108,서울,2023-04,498.03
108,서울,2023-05,648.18
108,서울,2023-06,572.17
108,서울,2023-07,478.8
108,서울,2023-08,469.76
108,서울,2023-09,425.79
108,서울,2023-10,416.57
108,서울,2023-11,284.12
108,서울,2023-12,217.32
108,서울,2024-01,279.71
108,서울,2024-02,259.99
108,서울,2024-03,438.18
108,서울,2024-04,558.15
108,서울,2024-05,686.87
108,서울,2024-06,714.52
108,서울,2024-07,402.43
108,서울,2024-08,507.93
108,서울,2024-09,439.21
108,서울,2024-10,367.11
108,서울,2024-11,293.01
108,서울,2024-12,288.48
108,서울,2025-01,273.99
108,서울,2025-02,405.31
108,서울,2025-03,494.93
108,서울,2025-04,585.38
108,서울,2025-05,575.6
108,서울,2025-06,565.72
108,서울,2025-07,538.53
108,서울,2025-08,485.65
108,서울,2025-09,393.58
108,서울,2025-10,297.37
108,서울,2025-11,317.53
108,서울,2025-12,245.49
112,인천,2016-01,237.61
112,인천,2016-02,279.51
112,인천,2016-03,425.19
112,인천,2016-04,433.45
112,인천,2016-05,555.43
112,인천,2016-06,527.53
112,인천,2016-07,439.36
112,인천,2016-08,501.24
112,인천,2016-09,381
112,인천,2016-10,297.78
112,인천,2016-11,220.37
112,인천,2016-12,192.96
112,인천,2017-01,243.88
112,인천,2017-02,294.96
112,인천,2017-03,435.76
112,인천,2017-04,483.55
112,인천,2017-05,586.76
112,인천,2017-06,578.01
112,인천,2017-07,386.13
112,인천,2017-08,393.61
112,인천,2017-09,411.43
112,인천,2017-10,232.69
112,인천,2017-11,169.03
112,인천,2017-12,157.75
112,인천,2018-01,168.8
112,인천,2018-02,237.67
112,인천,2018-03,440.44
112,인천,2018-04,515.49
112,인천,2018-05,566.66
112,인천,2018-06,603.83
112,인천,2018-07,636.55
112,인천,2018-08,571.02
112,인천,2018-09,458.46
112,인천,2018-10,408.47
112,인천,2018-11,269.32
112,인천,2018-12,259.01
112,인천,2019-01,291.36
112,인천,2019-02,328.69
112,인천,2019-03,453.57
112,인천,2019-04,511.07
112,인천,2019-05,713.07
112,인천,2019-06,626.58
112,인천,2019-07,493.32
112,인천,2019-08,585.4
112,인천,2019-09,383.89
112,인천,2019-10,390.86
112,인천,2019-11,281.41
112,인천,2019-12,220.73
112,인천,2020-01,260.57
112,인천,2020-02,319.64
112,인천,2020-03,522.86
112,인천,2020-04,647.34
112,인천,2020-05,555.06
112,인천,2020-06,598.68
112,인천,2020-07,480.6
112,인천,2020-08,382.07
112,인천,2020-09,450.89
112,인천,2020-10,408.84
112,인천,2020-11,263.68
112,인천,2020-12,264.22
112,인천,2021-01,269.39
112,인천,2021-02,334.51
112,인천,2021-03,455.93
112,인천,2021-04,547.8
112,인천,2021-05,571.02
112,인천,2021-06,580.67
112,인천,2021-07,623.39
112,인천,2021-08,461.24
112,인천,2021-09,445.86
112,인천,2021-10,354.86
112,인천,2021-11,253.12
112,인천,2021-12,248.45
112,인천,2022-01,306.16
112,인천,2022-02,371.2
112,인천,2022-03,426.06
112,인천,2022-04,616.66
112,인천,2022-05,738.78
112,인천,2022-06,475.95
112,인천,2022-07,610.83
112,인천,2022-08,461.63
112,인천,2022-09,494.58
112,인천,2022-10,430.67
112,인천,2022-11,297.93
112,인천,2022-12,266.23
112,인천,2023-01,289.63
112,인천,2023-02,360.08
112,인천,2023-03,511.69
112,인천,2023-04,510.58
112,인천,2023-05,623.8
112,인천,2023-06,626.15
112,인천,2023-07,527.89
112,인천,2023-08,529.55
112,인천,2023-09,433.43
112,인천,2023-10,427.05
112,인천,2023-11,269.37
112,인천,2023-12,215.72
112,인천,2024-01,271.29
112,인천,2024-02,279.37
112,인천,2024-03,492.39
112,인천,2024-04,561.21
112,인천,2024-05,675.22
112,인천,2024-06,741.25
112,인천,2024-07,455.02
112,인천,2024-08,618.19
112,인천,2024-09,459.97
112,인천,2024-10,374.1
112,인천,2024-11,288.86
112,인천,2024-12,275.55
112,인천,2025-01,266.06
112,인천,2025-02,399.85
112,인천,2025-03,504.28
112,인천,2025-04,580.29
112,인천,2025-05,585.97
112,인천,2025-06,603.25
112,인천,2025-07,616.28
112,인천,2025-08,578.38
112,인천,2025-09,406.39
112,인천,2025-10,315.62
112,인천,2025-11,312.28
112,인천,2025-12,247.35
114,원주,2016-01,259.44
114,원주,2016-02,316.07
114,원주,2016-03,454.89
114,원주,2016-04,494.79
114,원주,2016-05,667.76
114,원주,2016-06,607.26
114,원주,2016-07,428.41
114,원주,2016-08,531.1
114,원주,2016-09,355.14
114,원주,2016-10,317.3
114,원주,2016-11,258.2
114,원주,2016-12,208.23
114,원주,2017-01,264.04
114,원주,2017-02,308.67
114,원주,2017-03,469.34
114,원주,2017-04,536.02
114,원주,2017-05,646.29
114,원주,2017-06,663.18
114,원주,2017-07,419.6
114,원주,2017-08,468.56
114,원주,2017-09,502.3
114,원주,2017-10,375.98
114,원주,2017-11,279.12
114,원주,2017-12,255.9
114,원주,2018-01,300.19
114,원주,2018-02,341.03
114,원주,2018-03,466.11
114,원주,2018-04,527.96
114,원주,2018-05,581.54
114,원주,2018-06,622.92
114,원주,2018-07,636.31
114,원주,2018-08,530.89
114,원주,2018-09,459.98
114,원주,2018-10,394.26
114,원주,2018-11,270.77
114,원주,2018-12,255.78
114,원주,2019-01,305.71
114,원주,2019-02,327.85
114,원주,2019-03,422.92
114,원주,2019-04,502.87
114,원주,2019-05,725.51
114,원주,2019-06,631.65
114,원주,2019-07,481.33
114,원주,2019-08,560.89
114,원주,2019-09,391.35
114,원주,2019-10,378.77
114,원주,2019-11,283.88
114,원주,2019-12,216.06
114,원주,2020-01,249.97
114,원주,2020-02,324.76
114,원주,2020-03,506.23
114,원주,2020-04,608.15
114,원주,2020-05,585.48
114,원주,2020-06,579.8
114,원주,2020-07,427.53
114,원주,2020-08,389.81
114,원주,2020-09,427.17
114,원주,2020-10,427.67
114,원주,2020-11,281.43
114,원주,2020-12,263.69
114,원주,2021-01,280.29
114,원주,2021-02,346.81
114,원주,2021-03,462.9
114,원주,2021-04,550.1
114,원주,2021-05,543.93
114,원주,2021-06,592.1
114,원주,2021-07,628.49
114,원주,2021-08,455.88
114,원주,2021-09,433.79
114,원주,2021-10,358.03
114,원주,2021-11,264.99
114,원주,2021-12,249.55
114,원주,2022-01,302.73
114,원주,2022-02,376.09
114,원주,2022-03,416.05
114,원주,2022-04,600.8
114,원주,2022-05,722.39
114,원주,2022-06,523.84
114,원주,2022-07,547.95
114,원주,2022-08,406.94
114,원주,2022-09,483.99
114,원주,2022-10,386.91
114,원주,2022-11,299.66
114,원주,2022-12,260.53
114,원주,2023-01,284.27
114,원주,2023-02,341.56
114,원주,2023-03,511.85
114,원주,2023-04,496.77
114,원주,2023-05,623.73
114,원주,2023-06,620.01
114,원주,2023-07,521.03
114,원주,2023-08,501.57
114,원주,2023-09,438.4
114,원주,2023-10,409.56
114,원주,2023-11,286.92
114,원주,2023-12,219.52
114,원주,2024-01,263.68
114,원주,2024-02,256.07
114,원주,2024-03,454.8
114,원주,2024-04,529.25
114,원주,2024-05,708.13
114,원주,2024-06,687.8
114,원주,2024-07,434.45
114,원주,2024-08,574.45
114,원주,2024-09,442.98
114,원주,2024-10,346.09
114,원주,2024-11,284.88
114,원주,2024-12,280.42
114,원주,2025-01,259.58
114,원주,2025-02,404
114,원주,2025-03,454.77
114,원주,2025-04,590.63
114,원주,2025-05,571.91
114,원주,2025-06,615.73
114,원주,2025-07,586.05
114,원주,2025-08,534.29
114,원주,2025-09,383.22
114,원주,2025-10,307.55
114,원주,2025-11,323.05
114,원주,2025-12,231.81
115,울릉도,2016-09,7.39
115,울릉도,2016-10,171.68
115,울릉도,2016-11,123.6
115,울릉도,2016-12,116.52
115,울릉도,2017-01,139.58
115,울릉도,2017-02,158.54
115,울릉도,2017-03,273.81
115,울릉도,2017-04,404.64
115,울릉도,2017-05,473.84
115,울릉도,2017-06,469.91
115,울릉도,2017-07,364.62
115,울릉도,2017-08,333.08
115,울릉도,2017-09,344.21
115,울릉도,2017-10,212.98
115,울릉도,2017-11,165.78
115,울릉도,2017-12,123.09
115,울릉도,2018-01,124.06
115,울릉도,2018-02,196.58
115,울릉도,2018-03,310.28
115,울릉도,2018-04,373.86
115,울릉도,2018-05,407.36
115,울릉도,2018-06,386.07
115,울릉도,2018-07,415.79
115,울릉도,2018-08,371.9
115,울릉도,2018-09,265.22
115,울릉도,2018-10,255.92
115,울릉도,2018-11,174.4
115,울릉도,2018-12,110.01
115,울릉도,2019-01,167.76
115,울릉도,2019-02,187.03
115,울릉도,2019-03,319.68
115,울릉도,2019-04,379.61
115,울릉도,2019-05,506.67
115,울릉도,2019-06,366.66
115,울릉도,2019-07,377.25
115,울릉도,2019-08,398.4
115,울릉도,2019-09,264.74
115,울릉도,2019-10,244.42
115,울릉도,2019-11,128.18
115,울릉도,2019-12,138.89
115,울릉도,2020-01,117.91
115,울릉도,2020-02,171.95
115,울릉도,2020-03,516.73
115,울릉도,2020-04,614.26
115,울릉도,2020-05,669.99
115,울릉도,2020-06,672.4
115,울릉도,2020-07,432.17
115,울릉도,2020-08,477.77
115,울릉도,2020-09,434.8
115,울릉도,2020-10,376.97
115,울릉도,2020-11,264.81
115,울릉도,2020-12,205.14
115,울릉도,2021-01,196.35
115,울릉도,2021-02,283.35
115,울릉도,2021-03,467.59
115,울릉도,2021-04,607.5
115,울릉도,2021-05,584.7
115,울릉도,2021-06,540.7
115,울릉도,2021-07,623.9
115,울릉도,2021-08,446.31
115,울릉도,2021-09,444.87
115,울릉도,2021-10,345.67
115,울릉도,2021-11,279.49
115,울릉도,2021-12,196.73
115,울릉도,2022-01,223.92
115,울릉도,2022-02,251.49
115,울릉도,2022-03,430.54
115,울릉도,2022-04,632.96
115,울릉도,2022-05,791.31
115,울릉도,2022-06,586.19
115,울릉도,2022-07,545.68
115,울릉도,2022-08,483.05
115,울릉도,2022-09,459.66
115,울릉도,2022-10,356.23
115,울릉도,2022-11,287.24
115,울릉도,2022-12,170.24
115,울릉도,2023-01,226.31
115,울릉도,2023-02,278.18
115,울릉도,2023-03,484.67
115,울릉도,2023-04,565.51
115,울릉도,2023-05,638.72
115,울릉도,2023-06,601.78
115,울릉도,2023-07,531.1
115,울릉도,2023-08,500.46
115,울릉도,2023-09,382.87
115,울릉도,2023-10,391.84
115,울릉도,2023-11,236.98
115,울릉도,2023-12,162.08
115,울릉도,2024-01,203.56
115,울릉도,2024-02,204.73
115,울릉도,2024-03,411.99
115,울릉도,2024-04,503.87
115,울릉도,2024-05,656.8
115,울릉도,2024-06,632.52
115,울릉도,2024-07,541.89
115,울릉도,2024-08,555.37
115,울릉도,2024-09,390.04
115,울릉도,2024-10,278.73
115,울릉도,2024-11,195.15
115,울릉도,2024-12,198.06
115,울릉도,2025-01,208.09
115,울릉도,2025-02,246.55
115,울릉도,2025-03,390.94
115,울릉도,2025-04,565.32
115,울릉도,2025-05,638.61
115,울릉도,2025-06,576.36
115,울릉도,2025-07,641.63
115,울릉도,2025-08,537.99
115,울릉도,2025-09,380.32
115,울릉도,2025-10,213.97
115,울릉도,2025-11,251.95
115,울릉도,2025-12,172.04
119,수원,2016-01,219.62
119,수원,2016-02,262.68
119,수원,2016-03,397.71
119,수원,2016-04,423.37
119,수원,2016-05,548.69
119,수원,2016-06,515.24
119,수원,2016-07,392.87
119,수원,2016-08,465.85
119,수원,2016-09,334.72
119,수원,2016-10,273.41
119,수원,2016-11,211.07
119,수원,2016-12,185.35
119,수원,2017-01,233.11
119,수원,2017-02,292.05
119,수원,2017-03,419.62
119,수원,2017-04,482.32
119,수원,2017-05,581.1
119,수원,2017-06,553.96
119,수원,2017-07,338.13
119,수원,2017-08,369
119,수원,2017-09,408.02
119,수원,2017-10,318.45
119,수원,2017-11,234.02
119,수원,2017-12,207.9
119,수원,2018-01,231.84
119,수원,2018-02,279.52
119,수원,2018-03,377.9
119,수원,2018-04,493.31
119,수원,2018-05,564.21
119,수원,2018-06,610.81
119,수원,2018-07,609.73
119,수원,2018-08,546.86
119,수원,2018-09,459.39
119,수원,2018-10,399.52
119,수원,2018-11,271.71
119,수원,2018-12,253.86
119,수원,2019-01,286.81
119,수원,2019-02,315.33
119,수원,2019-03,433.09
119,수원,2019-04,487.34
119,수원,2019-05,713.17
119,수원,2019-06,603.82
119,수원,2019-07,436.88
119,수원,2019-08,548.63
119,수원,2019-09,372.93
119,수원,2019-10,392.02
119,수원,2019-11,280.96
119,수원,2019-12,226.64
119,수원,2020-01,249.4
119,수원,2020-02,320.22
119,수원,2020-03,520.32
119,수원,2020-04,639.12
119,수원,2020-05,559.39
119,수원,2020-06,579.08
119,수원,2020-07,436.97
119,수원,2020-08,357.68
119,수원,2020-09,428.77
119,수원,2020-10,415.47
119,수원,2020-11,269.88
119,수원,2020-12,261.57
119,수원,2021-01,275
119,수원,2021-02,335
119,수원,2021-03,457.07
119,수원,2021-04,541.96
119,수원,2021-05,544.33
119,수원,2021-06,575.34
119,수원,2021-07,608.7
119,수원,2021-08,426.72
119,수원,2021-09,428.47
119,수원,2021-10,366.94
119,수원,2021-11,261.76
119,수원,2021-12,244.23
119,수원,2022-01,302.75
119,수원,2022-02,369.63
119,수원,2022-03,411.98
119,수원,2022-04,593.27
119,수원,2022-05,731.25
119,수원,2022-06,465.63
119,수원,2022-07,543.26
119,수원,2022-08,413.62
119,수원,2022-09,470.32
119,수원,2022-10,408.29
119,수원,2022-11,284.86
119,수원,2022-12,257.28
119,수원,2023-01,286.68
119,수원,2023-02,360.11
119,수원,2023-03,520.65
119,수원,2023-04,512.8
119,수원,2023-05,617.13
119,수원,2023-06,595.79
119,수원,2023-07,497.13
119,수원,2023-08,535.43
119,수원,2023-09,426.86
119,수원,2023-10,415.63
119,수원,2023-11,276.07
119,수원,2023-12,216.74
119,수원,2024-01,265.75
119,수원,2024-02,245.95
119,수원,2024-03,472.32
119,수원,2024-04,551.23
119,수원,2024-05,680.16
119,수원,2024-06,712.7
119,수원,2024-07,439.49
119,수원,2024-08,581.56
119,수원,2024-09,455.02
119,수원,2024-10,363.49
119,수원,2024-11,290.06
119,수원,2024-12,271.6
119,수원,2025-01,269.7
119,수원,2025-02,393.28
119,수원,2025-03,489.89
119,수원,2025-04,586.57
119,수원,2025-05,560.45
119,수원,2025-06,592.05
119,수원,2025-07,573.96
119,수원,2025-08,536.47
119,수원,2025-09,382.64
119,수원,2025-10,304.91
119,수원,2025-11,309.39
119,수원,2025-12,243.92
121,영월,2022-08,0
121,영월,2025-03,74.41
121,영월,2025-04,597.47
121,영월,2025-05,458.2
121,영월,2025-06,530.43
121,영월,2025-07,627.28
121,영월,2025-08,549.52
121,영월,2025-09,382.23
121,영월,2025-10,293.07
121,영월,2025-11,318.15
121,영월,2025-12,244.94
127,충주,2021-11,82.19
127,충주,2021-12,239.22
127,충주,2022-01,293.83
127,충주,2022-02,365.92
127,충주,2022-03,406.57
127,충주,2022-04,613.94
127,충주,2022-05,755.72
127,충주,2022-06,555.56
127,충주,2022-07,528.94
127,충주,2022-08,404.34
127,충주,2022-09,496.31
127,충주,2022-10,392.43
127,충주,2022-11,280.53
127,충주,2022-12,228
127,충주,2023-01,274.01
127,충주,2023-02,323.11
127,충주,2023-03,490.01
127,충주,2023-04,504.87
127,충주,2023-05,640.5
127,충주,2023-06,625.46
127,충주,2023-07,503.5
127,충주,2023-08,534.16
127,충주,2023-09,455.14
127,충주,2023-10,404.91
127,충주,2023-11,286.64
127,충주,2023-12,202.23
127,충주,2024-01,238.45
127,충주,2024-02,235.03
127,충주,2024-03,430.61
127,충주,2024-04,528.64
127,충주,2024-05,708.06
127,충주,2024-06,682.89
127,충주,2024-07,465.56
127,충주,2024-08,605.88
127,충주,2024-09,460.15
127,충주,2024-10,335.21
127,충주,2024-11,274.27
127,충주,2024-12,255.75
127,충주,2025-01,254.49
127,충주,2025-02,358.34
127,충주,2025-03,434.06
127,충주,2025-04,594.72
127,충주,2025-05,581.43
127,충주,2025-06,610.92
127,충주,2025-07,622.81
127,충주,2025-08,530.87
127,충주,2025-09,392.15
127,충주,2025-10,296.32
127,충주,2025-11,313.13
127,충주,2025-12,206.08
129,서산,2016-01,190.11
129,서산,2016-02,244.88
129,서산,2016-03,390.83
129,서산,2016-04,399.34
129,서산,2016-05,512.02
129,서산,2016-06,452.16
129,서산,2016-07,381.47
129,서산,2016-08,442.18
129,서산,2016-09,320.72
129,서산,2016-10,256.81
129,서산,2016-11,204.22
129,서산,2016-12,181.16
129,서산,2017-01,211.19
129,서산,2017-02,270.76
129,서산,2017-03,409.2
129,서산,2017-04,461.91
129,서산,2017-05,545.47
129,서산,2017-06,504.07
129,서산,2017-07,298.6
129,서산,2017-08,373.33
129,서산,2017-09,388.27
129,서산,2017-10,343.35
129,서산,2017-11,179.22
129,서산,2017-12,134.77
129,서산,2018-01,218.43
129,서산,2018-02,358.79
129,서산,2018-03,466.24
129,서산,2018-04,559.79
129,서산,2018-05,601.27
129,서산,2018-06,616.93
129,서산,2018-07,647.24
129,서산,2018-08,584.81
129,서산,2018-09,503.01
129,서산,2018-10,431.79
129,서산,2018-11,281.11
129,서산,2018-12,263.7
129,서산,2019-01,304.63
129,서산,2019-02,339.94
129,서산,2019-03,495.7
129,서산,2019-04,546.94
129,서산,2019-05,764.29
129,서산,2019-06,587.13
129,서산,2019-07,513.66
129,서산,2019-08,555.03
129,서산,2019-09,383.57
129,서산,2019-10,392.7
129,서산,2019-11,283.84
129,서산,2019-12,227.78
129,서산,2020-01,246.97
129,서산,2020-02,339.88
129,서산,2020-03,537.7
129,서산,2020-04,657.93
129,서산,2020-05,588.74
129,서산,2020-06,586.87
129,서산,2020-07,451.99
129,서산,2020-08,399.75
129,서산,2020-09,446.41
129,서산,2020-10,425.32
129,서산,2020-11,265.55
129,서산,2020-12,239.48
129,서산,2021-01,245.61
129,서산,2021-02,337.31
129,서산,2021-03,471.69
129,서산,2021-04,556.5
129,서산,2021-05,569.78
129,서산,2021-06,592.97
129,서산,2021-07,630.42
129,서산,2021-08,457.9
129,서산,2021-09,447.01
129,서산,2021-10,393.01
129,서산,2021-11,268.56
129,서산,2021-12,231.07
129,서산,2022-01,308.72
129,서산,2022-02,361.22
129,서산,2022-03,423.03
129,서산,2022-04,620.57
129,서산,2022-05,777.46
129,서산,2022-06,494.71
129,서산,2022-07,583.08
129,서산,2022-08,438.53
129,서산,2022-09,485.48
129,서산,2022-10,414.51
129,서산,2022-11,296.48
129,서산,2022-12,229.88
129,서산,2023-01,281.44
129,서산,2023-02,359.64
129,서산,2023-03,522.76
129,서산,2023-04,524.1
129,서산,2023-05,611.87
129,서산,2023-06,611.71
129,서산,2023-07,492.09
129,서산,2023-08,560.71
129,서산,2023-09,424.35
129,서산,2023-10,423.35
129,서산,2023-11,254.29
129,서산,2023-12,192.09
129,서산,2024-01,254.83
129,서산,2024-02,255.38
129,서산,2024-03,481.26
129,서산,2024-04,541.27
129,서산,2024-05,686.56
129,서산,2024-06,714.29
129,서산,2024-07,452.91
129,서산,2024-08,560.22
129,서산,2024-09,452.55
129,서산,2024-10,361.52
129,서산,2024-11,301
129,서산,2024-12,247.94
129,서산,2025-01,278.04
129,서산,2025-02,388.86
129,서산,2025-03,499.4
129,서산,2025-04,595.98
129,서산,2025-05,557.82
129,서산,2025-06,569.4
129,서산,2025-07,633.8
129,서산,2025-08,566.24
129,서산,2025-09,383.29
129,서산,2025-10,318.66
129,서산,2025-11,321.05
129,서산,2025-12,245.67
130,울진,2022-12,0
131,청주,2016-01,245.37
131,청주,2016-02,305.52
131,청주,2016-03,460.85
131,청주,2016-04,498.24
131,청주,2016-05,649.03
131,청주,2016-06,578.26
131,청주,2016-07,481.68
131,청주,2016-08,528.68
131,청주,2016-09,370.46
131,청주,2016-10,294.55
131,청주,2016-11,253.74
131,청주,2016-12,211.97
131,청주,2017-01,258.24
131,청주,2017-02,338.06
131,청주,2017-03,465.65
131,청주,2017-04,554.54
131,청주,2017-05,661.15
131,청주,2017-06,620.3
131,청주,2017-07,405.66
131,청주,2017-08,463.86
131,청주,2017-09,459.26
131,청주,2017-10,353.21
131,청주,2017-11,272.04
131,청주,2017-12,238.6
131,청주,2018-01,255.67
131,청주,2018-02,326.83
131,청주,2018-03,405.33
131,청주,2018-04,557.56
131,청주,2018-05,621
131,청주,2018-06,644.32
131,청주,2018-07,640.76
131,청주,2018-08,554.85
131,청주,2018-09,465.75
131,청주,2018-10,415.49
131,청주,2018-11,278.18
131,청주,2018-12,260.23
131,청주,2019-01,294.85
131,청주,2019-02,329.87
131,청주,2019-03,449.46
131,청주,2019-04,513.53
131,청주,2019-05,752.38
131,청주,2019-06,649.38
131,청주,2019-07,538.86
131,청주,2019-08,589.93
131,청주,2019-09,411.52
131,청주,2019-10,404.75
131,청주,2019-11,292.37
131,청주,2019-12,226.29
131,청주,2020-01,240.43
131,청주,2020-02,328.27
131,청주,2020-03,522.47
131,청주,2020-04,647.94
131,청주,2020-05,635.42
131,청주,2020-06,619.12
131,청주,2020-07,456.18
131,청주,2020-08,488.11
131,청주,2020-09,468.57
131,청주,2020-10,429.9
131,청주,2020-11,281.85
131,청주,2020-12,253.94
131,청주,2021-01,272.83
131,청주,2021-02,350.53
131,청주,2021-03,458.67
131,청주,2021-04,580.04
131,청주,2021-05,561.32
131,청주,2021-06,612.12
131,청주,2021-07,653.71
131,청주,2021-08,473.9
131,청주,2021-09,450.48
131,청주,2021-10,402.13
131,청주,2021-11,280.14
131,청주,2021-12,249.96
131,청주,2022-01,303.44
131,청주,2022-02,385.29
131,청주,2022-03,419.78
131,청주,2022-04,629.81
131,청주,2022-05,795.09
131,청주,2022-06,556.06
131,청주,2022-07,579.59
131,청주,2022-08,432.69
131,청주,2022-09,512.29
131,청주,2022-10,425.84
131,청주,2022-11,298.1
131,청주,2022-12,229.95
131,청주,2023-01,294.86
131,청주,2023-02,338.4
131,청주,2023-03,532.72
131,청주,2023-04,519.45
131,청주,2023-05,636.59
131,청주,2023-06,648.66
131,청주,2023-07,502.21
131,청주,2023-08,524.26
131,청주,2023-09,448.33
131,청주,2023-10,436.81
131,청주,2023-11,289.43
131,청주,2023-12,212.76
131,청주,2024-01,246.33
131,청주,2024-02,233.16
131,청주,2024-03,471.12
131,청주,2024-04,537.51
131,청주,2024-05,728.92
131,청주,2024-06,721.63
131,청주,2024-07,504.93
131,청주,2024-08,615.31
131,청주,2024-09,474.92
131,청주,2024-10,339.17
131,청주,2024-11,297.59
131,청주,2024-12,264.29
131,청주,2025-01,277.23
131,청주,2025-02,391.76
131,청주,2025-03,481.02
131,청주,2025-04,620.57
131,청주,2025-05,582.11
131,청주,2025-06,619.21
131,청주,2025-07,663.2
131,청주,2025-08,583.21
131,청주,2025-09,392.98
131,청주,2025-10,321.44
131,청주,2025-11,344
131,청주,2025-12,246.52
133,대전,2016-01,282.85
133,대전,2016-02,359.78
133,대전,2016-03,537.44
133,대전,2016-04,587.62
133,대전,2016-05,759.29
133,대전,2016-06,643.42
133,대전,2016-07,578.85
133,대전,2016-08,633.3
133,대전,2016-09,415.88
133,대전,2016-10,351.9
133,대전,2016-11,296.47
133,대전,2016-12,250.29
133,대전,2017-01,317.33
133,대전,2017-02,397.95
133,대전,2017-03,550.58
133,대전,2017-04,649.01
133,대전,2017-05,761.27
133,대전,2017-06,730.94
133,대전,2017-07,486.61
133,대전,2017-08,553
133,대전,2017-09,537.02
133,대전,2017-10,406.7
133,대전,2017-11,321.62
133,대전,2017-12,242.01
133,대전,2018-01,206.12
133,대전,2018-02,239.65
133,대전,2018-03,491.91
133,대전,2018-04,523.88
133,대전,2018-05,665.57
133,대전,2018-06,683.76
133,대전,2018-07,666.2
133,대전,2018-08,599.59
133,대전,2018-09,492.13
133,대전,2018-10,443.03
133,대전,2018-11,297.3
133,대전,2018-12,279.97
133,대전,2019-01,317.39
133,대전,2019-02,356.73
133,대전,2019-03,488.53
133,대전,2019-04,548.21
133,대전,2019-05,759.89
133,대전,2019-06,671.8
133,대전,2019-07,566.06
133,대전,2019-08,601.3
133,대전,2019-09,430.36
133,대전,2019-10,424.26
133,대전,2019-11,320.6
133,대전,2019-12,258.97
133,대전,2020-01,266
133,대전,2020-02,360.98
133,대전,2020-03,570.79
133,대전,2020-04,711.35
133,대전,2020-05,677.69
133,대전,2020-06,609.37
133,대전,2020-07,428.51
133,대전,2020-08,498.2
133,대전,2020-09,481.31
133,대전,2020-10,404.05
133,대전,2020-11,259.68
133,대전,2020-12,255.33
133,대전,2021-01,263.22
133,대전,2021-02,346.85
133,대전,2021-03,449.53
133,대전,2021-04,553.13
133,대전,2021-05,526.04
133,대전,2021-06,565.42
133,대전,2021-07,590.14
133,대전,2021-08,421.52
133,대전,2021-09,401.14
133,대전,2021-10,383.07
133,대전,2021-11,263.73
133,대전,2021-12,241.28
133,대전,2022-01,318.31
133,대전,2022-02,384.48
133,대전,2022-03,419.36
133,대전,2022-04,614.78
133,대전,2022-05,770.32
133,대전,2022-06,566.31
133,대전,2022-07,542.22
133,대전,2022-08,424.22
133,대전,2022-09,495.28
133,대전,2022-10,442.24
133,대전,2022-11,309.14
133,대전,2022-12,246.74
133,대전,2023-01,301.68
133,대전,2023-02,349.63
133,대전,2023-03,530.89
133,대전,2023-04,528.21
133,대전,2023-05,618.41
133,대전,2023-06,649.34
133,대전,2023-07,473.98
133,대전,2023-08,542.41
133,대전,2023-09,443.12
133,대전,2023-10,445.48
133,대전,2023-11,293.28
133,대전,2023-12,233.54
133,대전,2024-01,258.56
133,대전,2024-02,257.65
133,대전,2024-03,475.82
133,대전,2024-04,540.2
